full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H,diameter
 25910 (2001 BM50),5.184119307354549,0.02426543575272994,19.62170891289937,60.849110353723724,308.2377117554737,5.05832439336745,5.309914221341646,11.8037685176947,25079.0,0,693,,,11.8,24.636
284391 (2006 TQ23),3.0946300109343063,0.1906376853849839,17.78901311350802,39.596290101015505,296.3275405896007,2.5046769085268834,3.68458311334173,5.44403992600448,8955.0,0,227,,,15.5,4.5969999999999995
       (2016 UA96),2.60416942416552,0.06291740842955207,5.261596093600886,222.988388509934,340.6580676234356,2.440321832885547,2.768017015445494,4.2025419328353,6200.0,0,127,,,17.4,1.858
285901 (2001 QL88),2.656691968516762,0.2328579661287752,2.213443712031352,158.715953823965,237.300325289517,2.038060080097297,3.2753238569362284,4.33032015640882,8074.0,0,280,,,16.7,2.165
306099 (2010 HS77),2.781951353210276,0.2835888741307738,10.60901945118127,29.392041074172354,289.01387207475767,1.9930209010667912,3.570881805353762,4.64015512148836,5114.0,0,95,,,16.6,3.3560000000000003
 65144 (2002 CO113),2.3504132190300817,0.1392876483751312,7.6810890057234875,27.29116938747816,331.8568320478983,2.02302968904156,2.677796749018605,3.60350006090913,7700.0,0,998,,,15.4,2.326
204774 (2006 KH39),3.0079806775962883,0.2634336573044622,25.016300351315103,259.44641497181,16.01652532113295,2.2155773265959433,3.800384028596632,5.21699914421818,6386.0,0,201,,,15.1,6.915
 43506 (2001 CE36),3.063378342998216,0.1511382980075629,9.304215851894666,92.51123265231294,174.61087890148048,2.6003845540842385,3.5263721319121952,5.361782079538389,7769.0,0,1380,,,13.6,5.7139999999999995
 96963 (1999 TR186),2.6352525742009467,0.1327338199811416,12.70194602563743,269.9780176898605,192.4150441929742,2.285465433412118,2.985039714989775,4.278007795503391,7633.0,0,827,,,14.5,3.6180000000000003
 89729 (2001 YQ136),2.277143259017309,0.1894010543317857,8.134400510157656,10.739326107082169,268.1912127668787,1.8458499248949118,2.708436593139706,3.4363210524037497,10839.0,0,1284,,,15.0,1.989
465686 (2009 SD233),2.6157047676510916,0.2677707606749716,15.71870841388134,41.425989314242635,347.0256921671183,1.9152955123160091,3.316114022986175,4.23049599483081,6669.0,0,179,,,16.3,2.209
246110 (2007 FP41),2.581065929767108,0.05979287781937759,8.312479696637919,4.546780998944375,72.73930650317423,2.426736569984785,2.735395289549431,4.1467404149219,5862.0,0,275,,,16.4,2.7739999999999996
229535 (2005 YQ36),2.673835623072645,0.060258911112542474,1.035866167757381,349.7601555177147,141.4837861842887,2.512713199932362,2.834958046212929,4.37230308992909,6618.0,0,155,,,16.9,2.5580000000000003
 19492 (1998 JT),2.254838365063253,0.2199923073862013,6.116617305177258,251.0253471519619,86.4864367594339,1.7587912703500581,2.750885459776448,3.3859561196916603,12589.0,0,1669,,,14.5,3.282
244788 (2003 SN204),3.184827391930492,0.270227767577706,13.279895053239711,223.12598586251642,196.6650165234211,2.324198595688787,4.045456188172197,5.68377728491622,10524.0,0,450,,,14.9,6.456
 26023 (4538 P-L),2.8648761371639937,0.08389470215476638,12.42392702080535,2.057617503646819,52.5468072913923,2.6245282069263234,3.105224067401665,4.84916517179038,21677.0,0,637,,,14.8,3.86
 20915 (4302 P-L),3.1510736293393578,0.05528856400011318,4.022446974462244,231.9110876166373,319.4234536837754,2.9768552933145602,3.325291965364157,5.593659536285269,21411.0,0,913,,,14.1,8.219
       (2010 NP33),3.086459415764008,0.1273355604260785,14.962995025722119,262.8131001317982,93.52780861366806,2.693443376325351,3.4794754552026634,5.42249372841111,6821.0,0,168,,,15.5,5.404
205135 (1999 VM183),2.608692368677134,0.1604886974221467,12.57650954790998,46.27063606876659,45.46092843891289,2.190026728453046,3.0273580089012215,4.2134952033844,7598.0,0,284,,,15.9,4.3
122566 (2000 RM6),2.6606115043167082,0.1687075842591899,12.711655255933671,4.038309641200748,47.8100323374651,2.211746164771227,3.109476843862189,4.33990676095644,7178.0,0,462,,,15.7,1.933
 56019 (1998 VS4),2.17436685984965,0.1788596883102432,5.622086056533034,150.16127195927382,173.7213905629298,1.785460281024819,2.563273438674481,3.2063241977735495,7939.0,0,951,,,16.1,1.682
265462 (2005 AQ14),3.12240752486194,0.1004061543871385,12.782598827518198,117.2691394574098,286.90337848229285,2.8088985928610892,3.4359164568627913,5.5175030209671,7196.0,0,420,,,15.0,3.6719999999999997
117255 (2004 SJ46),2.6907311621155445,0.2684116682579251,7.6204875229630815,0.4921030215521625,52.345608194406864,1.968507522058526,3.412954802172565,4.41381031160189,16631.0,0,201,,,16.7,3.3280000000000003
 95167 (2002 AT184),2.581523712852581,0.1645187759874263,13.53756553394927,82.64249460432934,286.39803374533915,2.156814591431558,3.006232834273603,4.1478436752664,7260.0,0,729,,,15.0,2.51
 27334 (2000 CN87),2.5550979144951858,0.1470193281841927,14.812859285326539,133.3999100604625,219.7101090986839,2.179449135661272,2.9307466933291,4.08431776609286,10271.0,0,2698,,,14.0,4.16
       (2015 OO82),3.061881207548833,0.2960661171882398,22.524106789834992,312.3050358379473,27.07462383655107,2.1553619271382107,3.9684004879594554,5.35785194150128,1937.0,2,42,,,17.5,2.062
 35443 (1998 BG42),2.189625250829749,0.1511641693626616,4.0134311549178125,349.3995579368843,51.6520971118435,1.8586323685725612,2.520618133086938,3.2401334028473503,7970.0,0,1517,,,14.2,3.563
101567 (1999 AW22),2.603899297134524,0.169326402290967,28.87607726712021,21.20495057302985,218.2025774774994,2.162990397222758,3.044808197046291,4.2018880636639,7776.0,0,1170,,,14.3,8.151
349612 (2008 UH56),2.3607113267147417,0.06900366357690109,9.750666481147388,201.37455454615431,291.61930685129033,2.1978135965239383,2.523609056905546,3.6272085620526004,6084.0,0,172,,,17.0,1.7080000000000002
159129 (2004 VV91),2.901346921251777,0.08667885158116073,3.235684740337682,105.3586675853833,277.6689875368742,2.6498615020791365,3.152832340424417,4.942056368768309,7418.0,0,514,,,15.5,2.678
 24639 Mukhametdinov (1982 US6),2.535600605484874,0.1577762067710275,8.082598796087884,46.460525046284104,324.6337420121276,2.1355431600651498,2.9356580509045984,4.0376574623126,13706.0,0,3245,,,13.4,5.449
238413 (2004 EM112),3.1146639777706535,0.1614348620942676,12.35117501438785,129.9262213061715,144.3920565602926,2.611848628049265,3.617479327492041,5.496990702960991,7710.0,0,269,,,15.2,3.0060000000000002
 50748 (2000 ED171),2.625212738783284,0.1547317030531085,14.24221733463432,140.97872557604882,157.477260579613,2.2190091008346307,3.031416376731937,4.253583442300741,14336.0,0,1051,,,14.6,3.247
242457 (2004 RC141),2.780859498955054,0.2290142940519897,7.963979557940999,39.17463049662822,296.210733688466,2.144002923944093,3.417716073966016,4.63742365246063,6117.0,0,245,,,16.3,3.556
248050 (2004 JT14),3.1296646964069184,0.2405562036029865,14.744463667029299,217.92801491469442,92.05015894777279,2.376804438488976,3.882524954324859,5.5367500553102005,9301.0,0,319,,,15.5,2.391
 32508 (2001 MR11),3.07139678164748,0.3215084048013651,17.29232941070347,178.1037698669385,174.3870926783957,2.083916901867952,4.058876661427009,5.38284766662621,24167.0,0,931,,,14.1,8.814
328740 (2009 UN28),2.913462497605971,0.08042347453095426,10.48376920717017,229.9827070374505,61.87531258085321,2.6791517206328668,3.147773274579075,4.973044558508709,9126.0,0,227,,,16.0,4.083
171016 (2005 ET40),2.7585373682522647,0.030219482401313186,5.499898530602463,5.3421423753175405,83.95783294484701,2.6751757967990013,2.8418989397055285,4.58169852674716,6115.0,0,358,,,15.8,3.88
136060 (2002 XD73),2.758758458856109,0.2080169760330758,9.30860747377334,42.78513067735731,292.1941469089402,2.1848898666391916,3.332627051073025,4.582249357126769,8313.0,0,607,,,14.9,7.074
109461 (2001 QR212),2.9840434686525916,0.0784472168991697,9.813310588462398,346.9959820704603,312.71211756984064,2.7499535634306507,3.218133373874532,5.15484866770213,6829.0,0,843,,,14.5,4.154
 21799 Ciociaria (1999 TP),3.0788131504467815,0.1278030793061807,16.995912578324848,197.7756580650996,152.5367750643609,2.6853313492113196,3.4722949516822434,5.40235602501711,12976.0,0,1401,,,13.6,9.451
123735 (2001 AH10),3.1202370083357187,0.14867947707631798,8.98146264671379,268.1514989148344,173.56479104929008,2.656321801582189,3.5841522150892478,5.51175084899972,6769.0,0,415,,,15.2,6.482
 55625 (2002 TF196),2.638129259708486,0.1298182215329376,13.624202548912198,229.900118073902,119.71774404356859,2.295652011039126,2.9806065083778464,4.2850146234408,7712.0,0,1280,,,14.2,4.533
112191 (2002 JU105),2.6061872562735613,0.21565331009990302,1.255240276503979,80.39001916120587,106.51534200398929,2.044154347717984,3.1682201648291386,4.207427367574899,7184.0,0,621,,,15.5,3.0789999999999997
 35174 (1993 TV13),2.362957768991982,0.1943349362637991,2.358474542992608,23.487464618259622,234.5666990398513,1.9037525215608762,2.8221630164230875,3.6323872465898597,9583.0,0,1216,,,15.3,2.08
134042 (2004 XQ12),2.7988278004243,0.1346355474594448,23.97136974489579,261.5403102816556,237.4142800991414,2.4220060872694607,3.1756495135791387,4.68244269265692,7544.0,0,519,,,14.6,3.4339999999999997
 27858 (1995 BZ1),2.406703930680234,0.1792497831942159,4.992658626260629,88.1907586202701,321.5600187470155,1.975302772893135,2.8381050884673327,3.73372392929361,13063.0,0,901,,,15.3,4.953
441878 (2010 BK13),2.7749179388467784,0.2748096125243012,18.11782224677814,218.691597083675,47.71858572157242,2.012343815285563,3.5374920624079933,4.62256917573217,6526.0,0,123,,,17.1,2.641
309742 (2008 UC121),2.4205439074486166,0.2316610156569011,12.91600609730421,258.1655785107486,357.6164534548461,1.859798247406946,2.9812895674902866,3.7659768815887498,7052.0,0,388,,,15.8,3.2910000000000004
 57877 (2001 YT123),2.3546743087725517,0.1400549193006228,6.814498231799919,42.086743013079186,272.27973905721194,2.024890588478162,2.6844580290669415,3.61330373765759,14685.0,0,1289,,,14.7,2.56
511973 (2015 KO47),2.682871915678674,0.0141753845903569,7.6707549116492535,92.59184652806715,212.4452796525613,2.6448411744672606,2.720902656890086,4.39448626288687,5239.0,0,156,,,16.4,3.207
460959 (2014 WN279),3.222942276524834,0.024963751633888517,9.808084854860356,200.18850005921482,92.70861247523241,3.142485546003308,3.3033990070463597,5.786114095704059,7523.0,0,140,,,15.8,4.5169999999999995
 66612 (1999 RO199),2.7257434214378207,0.2231542429608379,7.940094447640013,228.55044827381732,213.747287,2.11748221172138,3.334004631154262,4.50023985101529,7635.0,0,1374,,,14.0,4.21
 37189 (2000 WJ62),2.993250546987654,0.0612480342204729,17.38283897243419,148.0420558499312,290.6363484719045,2.809919835055306,3.1765812589200033,5.178724502658651,8952.0,0,947,,,14.0,5.6979999999999995
       (2010 KR23),2.754728160127026,0.2822075272331284,25.52169793269954,59.527735938014594,295.9945582695719,1.977323137858113,3.5321331823959397,4.57221164228317,2.0,9,18,,,,1.959
153185 (2000 UJ73),2.5859366436776106,0.1276633077945021,11.15338158865148,217.81615724235692,12.23861739940542,2.2558074179987138,2.916065869356507,4.15848388397478,10117.0,0,877,,,15.0,5.789
       (2010 HP11),2.6303418035326134,0.2456989294908518,12.75696086038237,55.975473604929775,266.4643531826349,1.9840696382096141,3.2766139688556133,4.26605532167178,2.0,9,9,,,,1.8419999999999999
243119 (2007 RD184),2.9751028900110086,0.1250337851451134,7.604502890461882,255.4641523694967,235.44162600292708,2.603114514476765,3.34709126554525,5.131699143123691,6863.0,0,403,,,15.4,3.114
 74191 (1998 RK45),2.702600780784456,0.0982297873140601,7.601629461566661,183.36020833759048,140.0753092459125,2.4371248808931862,2.9680766806757255,4.44304845002664,8957.0,0,899,,,15.3,4.317
 49958 (1999 XC223),2.2603795612575484,0.1158803043214546,7.474544521416664,55.438897189738434,241.88747559,1.9984460898170269,2.5223130326980687,3.39844510980094,15038.0,0,1568,,,14.2,3.033
 70005 (1998 XN28),3.232764273839047,0.08883783071632367,10.24551138806514,52.381330529047204,244.9968054676801,2.9455725085339535,3.5199560391441382,5.81258422868425,11056.0,0,1782,,,12.6,15.578
 26800 Gualtierotrucco (1981 EK1),2.4277170576868747,0.1091304314717464,8.29762460248254,351.7910031160319,131.8065816731455,2.1627792476901884,2.692654867683562,3.7827296793241603,14398.0,0,1271,,,15.0,5.336
 53309 (1999 HT8),2.89360113588116,0.020185703836738667,11.93770412052149,207.3764477041457,354.9757301707488,2.8351917603306123,2.9520105114317072,4.92227871982627,10523.0,0,1231,,,14.4,3.812
296863 (2009 WW260),2.698269384784751,0.116422439990973,3.814880299533242,77.05984521301704,226.6592822606369,2.3841302792551677,3.012408490314333,4.432371573716231,8971.0,0,187,,,16.6,3.623
 77878 (2001 SE62),3.176709333500297,0.042291794086529035,16.47731096824024,24.40350214710021,171.37750960522467,3.0423605964951466,3.311058070505446,5.66205939506049,16092.0,0,1762,,,12.9,16.1
103327 (2000 AQ68),2.581839593985364,0.2130570639677429,12.873438813065839,93.25311719287129,55.017511723487466,2.031760430455173,3.1319187575155563,4.14860500798162,7329.0,0,654,,,15.4,3.845
253392 (2003 MY),2.228034821948908,0.2052161759164176,25.283801285252892,151.0835043348626,177.8487884216726,1.770806035979936,2.6852636079178787,3.3257619747295295,6345.0,0,205,,,16.7,1.357
188837 (2006 BN194),5.216397529096384,0.1141564644200299,4.394154943267865,290.4904355358997,322.03310521833833,4.6209120301653615,5.81188302802741,11.914181807648498,9574.0,0,349,,,12.8,13.081
  9981 Kudo (1995 BS3),2.6760370922327996,0.0266999113036074,2.5103606850196307,164.8891248088369,283.1874696377353,2.604587139225021,2.7474870452405797,4.37770402294455,15712.0,0,2007,,,13.9,5.571000000000001
 10975 Schelderode (2246 T-2),2.711576474076215,0.2007291563376987,3.737431236010813,186.09188765136219,128.5565981738875,2.167284016089744,3.255868932062685,4.46520074127447,17016.0,0,1325,,,14.6,3.469
224662 (2006 AF7),2.924424197836536,0.002295695337209842,13.11277015498253,86.2138398891052,3.895795548579895,2.9177106108415383,2.9311377848315336,5.001137043131281,6919.0,0,341,,,15.5,4.494
 59756 (1999 LL35),2.6061651141146185,0.1096336489564022,21.98789329629103,167.26678453326568,281.54231252313997,2.320441722871354,2.891888505357882,4.20737374825375,9594.0,0,1151,,,14.5,3.695
296679 (2009 SD211),2.7603538615179493,0.08079170245766112,1.186003380543925,156.35730355519033,232.773038629538,2.537340173660335,2.983367549375563,4.58622483545738,8895.0,0,123,,,17.0,2.6710000000000003
 24590 (1156 T-3),2.996390210917563,0.07247009589765,8.869437243059684,279.9906113072042,13.95083038129019,2.779241524985587,3.213538896849538,5.18687469784846,15443.0,0,1229,,,13.7,5.782
 46239 (2001 HX10),2.549700127158561,0.1258742975760006,12.68258688654237,207.79127835622842,248.2750825312885,2.228758414623038,2.870641839694084,4.071382079172991,10757.0,0,1348,,,14.3,3.6830000000000003
149474 (2003 EA20),2.624484912515608,0.1142645126560325,1.4278708926376282,241.36752236109882,349.4478470760906,2.3245994230139018,2.924370402017314,4.251814639837391,7672.0,0,536,,,16.1,3.853
233907 (2009 CA62),3.1295430259861816,0.1150127760063921,14.90158547655576,172.87364854,264.8511562782824,2.769605594936067,3.4894804570362985,5.53642718422336,8056.0,0,372,,,15.3,6.817
 37706 Trinchieri (1996 RN),2.3184409961854198,0.1739757063000652,5.3579886755482775,343.42748966986403,341.4557702572623,1.9150885863590348,2.721793406011805,3.53022408640651,11220.0,0,1588,,,15.0,2.439
284964 (2010 FO5),2.604180550338597,0.1610962001909882,12.38089240081093,148.01884197186791,95.46786001685513,2.184656959067773,3.0237041416094215,4.2025688655638795,6344.0,0,134,,,16.9,2.435
241534 (2010 EE36),3.1404111826924614,0.2082410502726646,26.210320793643422,10.01685962901727,165.95505268057767,2.486448659720562,3.79437370566436,5.5652922456116904,17832.0,0,236,,,15.2,5.275
510073 (2010 JF88),2.232797682715591,0.6582486062923821,17.311172451424447,115.66588622832408,212.0944807863678,0.7630617199351931,3.7025336454959885,3.33643187320463,3711.0,0,232,,,18.5,0.451
   869 Mellena (A917 JB),2.688675807326792,0.2201975279039724,7.838534931288519,154.87935888218732,107.09049827276442,2.0966360412182152,3.280715573435368,4.40875394608721,37707.0,0,2566,,,11.9,21.193
 51667 (2001 KH3),2.55972206275394,0.1225671380380473,4.506708073831778,77.83471050394559,194.60353590472118,2.245984255349343,2.873459870158538,4.09541031558223,9226.0,0,887,,,15.2,2.2030000000000003
445341 (2010 LU63),2.7500935575136602,0.1867662150459014,13.25613980761667,139.6413200754047,174.15720377571603,2.2364689927547157,3.2637181222726035,4.56067794411417,4724.0,0,123,,,16.9,2.721
 66548 (1999 RL124),2.641862897494292,0.1997271284838305,12.35746899489448,327.3448685453906,52.253873355356404,2.114211207129785,3.169514587858799,4.29411445338275,12413.0,0,1600,,,13.6,4.474
       (2010 HL71),3.1112189958879917,0.051013057325975115,14.17759481816374,291.21207888087366,244.8442051898585,2.952506202897095,3.2699317888788877,5.487873284736089,3677.0,0,58,,,16.3,4.098
397318 (2006 SK390),2.6230997907443054,0.2031838648812556,12.989741559377629,129.27525707292298,194.37719349676843,2.090128237291664,3.156071344196946,4.248449120064111,8239.0,0,140,,,16.8,2.759
247498 (2002 OW25),2.969336151293189,0.141594912154909,13.91434502234105,333.51774621644336,326.3845373821389,2.548893259792434,3.389779042793944,5.11678596654923,6430.0,0,318,,,15.3,5.348
121277 (1999 RX136),2.622791253344351,0.1050606336905695,14.44743073774842,335.30252325228787,323.3399467022175,2.347239142229911,2.898343364458792,4.24769956781456,7664.0,0,804,,,14.9,3.31
 33985 (2000 NG25),2.4497230070146334,0.2135300155074797,11.831245149821338,304.7336558015981,123.84013168217699,1.926633615337769,2.972812398691497,3.83427867096689,12743.0,0,1210,,,13.9,4.611000000000001
 16910 (1998 DE34),3.0522150029581487,0.1524601501922125,0.9953477477269628,1.9128934781690419,137.46965607438048,2.5868738451882254,3.517556160728073,5.332500273695519,9913.0,0,2040,,,13.3,10.870999999999999
118261 (1998 FF79),2.624385315611683,0.1934912448037962,4.72265109783633,121.0267415304134,25.02004711292217,2.116589734049175,3.1321808971741913,4.25157261317079,7715.0,0,767,,,15.3,5.0760000000000005
329281 (1999 VQ172),2.8484664803758766,0.24969672018713102,14.16329881221119,62.57719155831982,283.9531114508096,2.137213742663039,3.5597192180887127,4.80756176011418,7384.0,0,395,,,15.5,5.644
146447 (2001 RU8),2.391643772513042,0.2007087154149675,4.323565613289699,282.49022158445166,328.26039658603287,1.911620023201742,2.8716675218243415,3.69873266167861,8066.0,0,499,,,16.4,3.3280000000000003
 99760 (2002 JN100),2.61763706206203,0.1038189010179372,15.546201118414118,118.3453890285265,16.57903436378721,2.345876859014928,2.8893972651091318,4.23518463938453,7185.0,0,931,,,14.8,5.574
405338 (2003 UH328),3.1177553228327204,0.1931795839746388,12.815221030990351,200.33856158920932,97.82339452744725,2.51546864663318,3.7200419990322615,5.50517648686463,5348.0,0,81,,,16.0,4.497
114189 (2002 VX83),2.6806443989931603,0.0892239928128074,9.690990703698338,95.9791342167785,250.9039480345365,2.4414666024037017,2.919822195582618,4.38901446270873,8685.0,0,816,,,15.2,3.4989999999999997
147764 (2005 QN32),2.97953884139373,0.1834271347100184,2.6504726308983,131.7256025204666,159.3814679124935,2.433010568959669,3.52606711382779,5.14318065421055,6780.0,0,284,,,15.9,3.714
 60397 (2000 AH243),2.6199898399036594,0.159140971858707,9.741336478290636,265.9924266083999,229.4645337220599,2.203042110521453,3.036937569285866,4.24089590897129,11957.0,0,907,,,15.0,6.547999999999999
480423 (2015 KZ113),3.153262119497422,0.20625021455971398,9.931509614195807,201.1931948675948,59.09473679297264,2.502901130788061,3.8036231082067835,5.599487927921389,4017.0,0,80,,,16.5,2.8939999999999997
250867 (2005 UZ381),3.1831305867694337,0.1866471910090118,26.109553027892105,173.6945088371187,236.4905368705883,2.5890082041340516,3.7772529694048167,5.67923560489634,7531.0,0,358,,,14.7,6.135
 27554 (2000 JM39),2.6905233999619917,0.1744873452096358,11.87630394267236,237.0747297565575,147.4715140018896,2.221061114678221,3.1599856852457635,4.41329910945358,12821.0,0,1404,,,14.0,4.725
  6440 Ransome (1988 RA2),2.454947334336269,0.1885428700876017,2.510807547681931,171.9363858251298,182.36274467980252,1.9920845180066007,2.917810150665936,3.8465507949228503,11472.0,0,2074,,,14.0,4.5569999999999995
 30576 (2001 OC103),2.989858148209172,0.1975420346330879,8.248176653828253,270.71766036036183,93.74238536550308,2.3992354863476155,3.580480810070728,5.16992304098416,11794.0,0,1227,,,13.7,6.162999999999999
336740 (2010 EA108),3.2355417931007118,0.04041825457431324,13.80562355545193,175.40817179501738,171.22253977025932,3.1047668412213367,3.366316744980087,5.8200769023934,6645.0,0,171,,,15.9,4.716
242744 (2005 UG530),2.5707075588541546,0.1879867581890299,16.33355945783529,194.5782713380191,258.7817842172165,2.087448578613127,3.0539665390951813,4.121802839389,6345.0,0,206,,,16.7,2.205
327098 (2004 XM140),3.17699244438213,0.1308705927415797,16.739454538589698,109.70010075959341,353.52943501359965,2.7612175600503206,3.59276732871394,5.662816322831239,5371.0,0,275,,,15.4,4.843
163319 (2002 JB98),2.591352413207038,0.1714337196960179,12.03285533320534,173.36721603583192,26.53996183569879,2.147107229967703,3.0355975964463724,4.1715544930203095,5895.0,0,604,,,15.5,4.319
 55556 (2001 YJ34),3.0238587397250565,0.1777663118743083,10.04891127497615,69.28869010314843,204.2130243641869,2.4863185239352394,3.561398955514873,5.258361638539981,7679.0,0,970,,,14.2,8.267999999999999
146154 (2000 SQ150),3.0878694657309578,0.07590392073195315,9.477068549326187,211.91807140181308,116.1305603420228,2.853488066573497,3.322250864888419,5.42621005476141,8043.0,0,606,,,14.7,3.81
 22952 Hommasachi (1999 TF243),2.547865424196079,0.2754696661928012,13.117512400696551,174.14622656741366,147.3678494800948,1.846005786288606,3.2497250621035536,4.0669883667007,13764.0,0,1778,,,14.5,6.936
249891 (2001 RS61),2.7439019391633956,0.2008217461528753,4.433141089193122,81.12331446970559,260.87863248173807,2.1928667604683416,3.2949371178584506,4.54528460741733,6568.0,0,174,,,16.8,1.886
267711 (2003 AM91),3.110840790530094,0.1514435922001376,16.65272210264919,270.8090258445773,236.8257533391806,2.639723886449501,3.581957694610688,5.48687264157764,6739.0,0,227,,,15.2,5.022
 45720 (2000 GZ33),3.0981762840648663,0.1307388132651536,9.072417940259793,197.3703336596728,222.4576041481205,2.693124393399982,3.5032281747297502,5.453400454873,8134.0,0,1118,,,14.1,7.869
157693 Amandamarty (2006 AB),2.706182731463409,0.1396110992428012,7.649279743813303,227.98579830188493,209.02254733357552,2.328369585571916,3.0839958773549014,4.45188441237695,8560.0,0,484,,,16.2,3.35
479511 (2014 BV15),2.5389184671120106,0.1361405428465308,9.141686530760909,325.65060279282636,254.077989829424,2.1932687287563,2.8845682054677217,4.04558503385391,7256.0,1,100,,,17.1,2.487
       (2014 HG95),3.01355229738739,0.07833696152783473,8.947794826231554,78.62431223911473,227.0138894014283,2.777479767004836,3.2496248277699435,5.2315008621937995,1434.0,5,28,,,17.7,2.5610000000000004
 46968 (1998 SJ135),2.5231756336314457,0.1751661088349467,5.166507806865583,163.70234985674583,148.5920127435969,2.081200775981075,2.9651504912818183,4.008015803577621,7876.0,0,1776,,,14.6,2.911
 12702 Panamarenko (1990 SR6),2.5499495184260965,0.172808129286349,2.143609570875576,69.42227396485332,311.4336231281956,2.109297512372256,2.990601524479938,4.07197943881241,15152.0,0,1844,,,13.9,4.373
 30462 (2000 OM10),3.001425994947683,0.1017160333209081,11.48500041713598,128.7796203688739,175.0998264378825,2.6961328484353455,3.3067191414600217,5.19995591405123,10000.0,0,1531,,,13.4,6.782
       (2010 PV36),2.680158426003104,0.01756004320918466,10.58982398488046,290.85235150850986,240.1510600929462,2.6330947282350294,2.7272221237711793,4.38782099269292,1.0,9,13,,,,2.722
179150 (2001 TB20),3.0927013920774664,0.1078281798725048,10.06340124889047,344.10397395778733,21.903100817737695,2.759221030080591,3.426181754074341,5.4389515105908,9872.0,0,554,,,14.7,5.5
 34970 (4218 T-2),3.0414900920900174,0.08081033824599729,14.931173409654551,23.038510528752397,258.77595709109835,2.795706248976373,3.28727393520366,5.30441886984325,16723.0,0,667,,,14.4,7.457999999999999
 43555 (2001 FJ60),2.973138329426156,0.09220746004944116,10.954887757599229,148.56961831375867,161.4292675318031,2.698992795694132,3.2472838631581813,5.12661703179916,7800.0,0,1047,,,14.2,6.046
 41365 (2000 AO98),3.973927559131958,0.22475521183354397,9.273558926170603,168.4990625695742,201.7090947619348,3.080766628768096,4.867088489495821,7.922059891338099,10487.0,0,1280,,,12.6,14.387
406775 (2008 PB2),3.1628520612915216,0.1744360470244663,28.72745606327316,139.58946742163909,207.2605838968948,2.611136650396644,3.7145674721863995,5.6250517260422805,4108.0,0,166,,,15.3,6.184
 46660 (1996 BM17),2.521342400595544,0.1308140593589884,4.931067411734624,43.60789521902915,49.925635631818594,2.1915153661397038,2.851169435051384,4.0036485141383,8860.0,0,1553,,,14.7,3.049
468403 (2016 GX132),2.9248800724997204,0.04630670041645833,12.68727459788178,141.55233976440667,177.2087924474114,2.7894385272284055,3.0603216177710335,5.00230649412004,3591.0,0,137,,,16.0,3.145
170799 (2004 DG24),3.193670462984429,0.1843943727027997,2.5771816007733834,87.36202947875431,141.6392351455395,2.604775601342955,3.7825653246259017,5.70746628612991,7561.0,0,498,,,15.1,4.772
 10924 Mariagriffin (1998 BU25),3.0429354583932873,0.0464553179930212,10.6231417489471,134.335379803103,5.901997441428965,2.901574924041387,3.1842959927451875,5.308200440145691,15824.0,0,1769,,,13.3,6.983
       (2010 BQ76),2.603415658460698,0.0409716235697804,13.615355081835,47.60885775830707,349.5802618237165,2.496749492106575,2.7100818248148215,4.20071745318357,1.0,9,13,,,,2.84
100724 (1998 BM38),2.78200943258892,0.01156882047334995,1.6071507975217632,109.58338151016649,115.21946973812331,2.749824864908133,2.814194000269707,4.6403004324762005,7943.0,0,572,,,15.7,3.3
243047 (2006 XJ55),3.0947151244015085,0.158926772043782,4.4185956165883935,140.2006697799837,215.918159721798,2.602882039285305,3.5865482095177112,5.4442645235967895,8966.0,0,176,,,16.0,4.026
  7238 Kobori (1989 OA),2.3188379509641566,0.1337793287853315,4.353611538355835,243.7125597692335,47.916562927386806,2.008625366322219,2.6290505356060954,3.5311307728208194,25106.0,0,2541,,,13.3,4.8580000000000005
 22774 (1999 CA19),3.0558150480377986,0.061449851278801926,11.634598169347141,88.66812476871841,204.3236943277234,2.86803566780035,3.243594428275245,5.34193746977836,9953.0,0,1524,,,13.1,7.531000000000001
       (2015 BT136),3.0013958045771783,0.1030701542193814,20.83303399492546,116.29709198273349,316.78650279114316,2.6920414761260036,3.3107501330283524,5.19987745724379,5020.0,0,108,,,16.3,2.251
140094 (2001 SH129),2.780006656048855,0.1199953781334072,6.043529263363498,213.1897840296787,207.1678980428894,2.446418706142884,3.113594605954826,4.63529048610407,6569.0,0,694,,,15.3,4.437
       (2010 CH235),2.228522338648514,0.07007682201388482,17.665387589524048,208.5307911199699,56.855696179606454,2.0723545753690757,2.384690101927953,3.32685360030142,1.0,9,14,,,,2.237
 92514 (2000 ND21),2.4333575660766957,0.1743890384610986,11.100725720442938,140.3253928198967,164.16566018868602,2.009006679896542,2.85770845225685,3.79592040937961,9125.0,0,643,,,15.8,2.8369999999999997
344279 (2001 TO167),2.420385515349171,0.2988042942353855,10.501083876474631,3.793848218487062,347.361980586064,1.6971639296577132,3.14360710104063,3.76560723870113,7944.0,0,206,,,17.0,1.841
502265 (2015 BM122),3.025835519189465,0.04758581524009887,5.534928866269305,93.72988452881908,169.3958749704311,2.881848669226386,3.169822369152544,5.26351878417357,7203.0,0,128,,,16.5,3.3689999999999998
