full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H,diameter
179123 (2001 SX257),2.773035842964161,0.07831609608709307,3.280309599920096,228.86764993002066,157.38643715595708,2.555862501433626,2.990209184494695,4.617867067480111,6088.0,0,356,,,15.9,4.456
276122 (2002 GW81),2.3231733895302997,0.1195225723133766,12.50207676628649,42.420615757796995,264.20674238205794,2.045501730083652,2.6008450489769466,3.5410384211473196,6157.0,0,152,,,17.1,1.976
178717 (2000 SA260),3.109488106027797,0.1258806320654834,18.07729789113766,47.35961276753411,359.041116771397,2.7180637778409142,3.500912434214679,5.483294251745219,7152.0,0,338,,,14.8,8.18
465796 (2010 CC36),3.1091234573890763,0.16058243760854402,27.724034025650703,151.1788883034167,55.10285265125511,2.6098528337756344,3.6083940810025172,5.48232974387649,5384.0,0,129,,,16.0,3.0860000000000003
 80278 (1999 XH33),2.2527708979316348,0.2262560851060949,6.738714386466478,125.2388755157803,281.2151715851203,1.743067773924681,2.762474021938589,3.38130029944135,7390.0,0,1192,,,15.3,2.165
   790 Pretoria (A912 BE),3.407972069255873,0.1526535617489758,20.53365107064564,252.0336546133239,38.682848638377656,2.887732994542937,3.9282111439688085,6.291471627279099,37856.0,0,2776,,,8.1,170.37
  9489 Tanemahuta (1146 T-1),2.634034734793172,0.09819294251959226,4.743083021260898,199.56326611789692,78.52007464276686,2.375391113485017,2.892678356101328,4.27504261985158,17789.0,0,1277,,,14.4,3.4330000000000003
 66732 (1999 TW111),2.5818982479158796,0.2277484452341061,1.9925446611904618,273.4152765948897,168.2098958326203,1.9938749362003758,3.169921559631384,4.148746380070991,13335.0,0,560,,,15.6,5.242999999999999
257581 (1999 FE8),2.5569585214890944,0.3767601399941395,27.00442257428957,180.1184379196209,269.92165882663534,1.593598470973655,3.5203185720045336,4.08877984175325,7759.0,0,277,,,16.8,1.945
195895 (2002 RK33),3.2053956940143595,0.1388924872142664,6.590149972093163,184.4440553967247,174.45372161626491,2.7601903135668064,3.6506010744619135,5.738926676811191,7151.0,0,515,,,14.9,7.61
 82421 (2001 NC18),2.615876474714275,0.1822152295792431,14.447164810951769,181.2891680051943,145.4175084225588,2.1392239423232717,3.0925290071052767,4.23091256590552,7290.0,0,930,,,14.9,2.6839999999999997
  4942 Munroe (1987 DU6),2.201235935565074,0.1361783036480654,3.8338258674288817,278.0862091822644,11.370249264675179,1.9014753599306597,2.500996511199489,3.2659391848091,23786.0,0,2591,,,13.5,3.4530000000000003
247618 (2002 TH309),3.0947565964038684,0.03636912782328187,7.581578581082122,86.23837737323872,244.09642233104432,2.982202998167311,3.2073101946404248,5.44437396112101,7235.0,0,173,,,15.9,4.572
 51305 (2000 KL58),2.977799047825821,0.09425335551724444,10.780783757887221,147.6112196568372,242.8046497989956,2.6971314955121817,3.2584666001394598,5.13867655135554,9575.0,0,1174,,,14.1,6.697
150663 (2001 JN6),2.196753128284274,0.175276156272728,2.2615297676363806,70.05143586355906,208.7092036229319,1.8117146836785158,2.581791572890032,3.2559676597302403,6849.0,0,319,,,17.3,2.131
 50136 (2000 AK128),2.633893266782795,0.1673400149957676,7.231741699420168,162.8936500326885,89.30184261451105,2.1931375280221106,3.0746490055434785,4.27469822026264,10082.0,0,1334,,,14.2,3.907
271923 (2004 XK75),3.057635346744616,0.2592504696461043,4.9775539804108755,97.83337327528854,358.4205734372097,2.2649419470945458,3.8503287463946863,5.34671133681542,5403.0,0,219,,,16.4,2.907
186121 (2001 TU143),2.7603762264980984,0.2089976531890384,8.823291043940293,56.24732143670255,9.850149864846207,2.183464073241182,3.3372883797550137,4.58628057343898,6612.0,0,304,,,16.2,3.405
243439 (2009 DZ112),2.2213870657035484,0.180672383122631,5.895848771938634,144.296902080447,176.67081404892818,1.8200437707050992,2.622730360701996,3.31088853892843,8874.0,0,282,,,17.1,1.123
 97431 (2000 AR204),2.8551477943589187,0.2738013020823537,15.41651792217082,160.318558468972,272.40667011609145,2.073404610625886,3.636890978091951,4.82448647626921,7921.0,0,1088,,,14.8,6.676
349471 (2008 CP188),3.2233946520265335,0.07252701708314419,20.966633843376922,103.2541616559343,2.80716111411493,2.98961145303329,3.4571778510197784,5.787332355863019,7144.0,0,224,,,15.1,5.483
       (2010 CN159),3.309242203543313,0.1576387826422205,10.58498308140863,185.7953460892248,318.6499263115157,2.787577291108486,3.8309071159781403,6.02006296690655,118.0,7,21,,,16.8,3.4389999999999996
 18681 Caseylipp (1998 FW103),2.349616023713371,0.1028447796280325,6.770047404878332,224.34267273261642,172.80995722801768,2.107970281544076,2.591261765882666,3.6016669046683196,10645.0,0,1530,,,14.8,2.238
241974 (2002 HT2),2.538187175424469,0.18578421874133702,12.18602108752546,41.298023502220566,87.80007254471495,2.066632054018954,3.0097422968299847,4.04383726820202,8137.0,0,289,,,16.5,2.613
 42972 (1999 TA181),2.5837618919430954,0.1337464925857297,14.06184173646632,220.7614687052999,105.8020631439439,2.238192801219037,2.929330982667154,4.15323911025893,7825.0,0,1110,,,14.6,3.023
 25271 (1998 VT27),2.977228681402341,0.1032880027699295,10.61650166179425,50.461716871835215,302.44984163689134,2.6697166771109435,3.2847406856937402,5.1372002320167,9577.0,0,1549,,,13.8,6.351
196925 (2003 UF4),3.112631704116152,0.15589833905126702,21.949793623965487,234.5301872169804,122.3726781934952,2.627377591366129,3.5978858168661736,5.49161151905547,6346.0,0,482,,,14.7,7.216
       (2010 DT86),2.690277428212099,0.3092459137972484,26.67375389975632,68.5139317742075,263.6168308073175,1.8583201265565368,3.5222347298676606,4.412693917489549,1.0,9,11,,,,3.2230000000000003
 34112 (2000 PC25),3.249903323730236,0.06309678918648856,16.71460468846688,155.76218121443432,133.6846034583704,3.044844858836361,3.454961788624112,5.85887004811321,8060.0,0,1174,,,13.8,8.336
 24604 Vasilermakov (1973 SP4),2.4891330008531,0.1815468861452452,8.818617685501854,353.5780987262137,347.4528948159488,2.03723865534685,2.94102734635935,3.9271759215102593,23903.0,0,2068,,,13.7,4.607
  7154 Zhangmaolin (1979 MJ5),2.2489286366074492,0.06986831801805746,4.20114100323084,171.09007569233268,303.4932253135469,2.0917997754250433,2.406057497789854,3.3726534160575,15014.0,0,1644,,,14.6,2.73
125427 (2001 VF114),3.0202487912952964,0.0766414948686835,10.82746493543064,47.35742407944285,84.64777164138327,2.78877240905509,3.251725173535502,5.24894812945728,8116.0,0,599,,,14.9,4.666
 19065 (3351 T-2),2.417222117102265,0.1573027260862257,2.738428602427079,68.35297265264069,46.947317449670344,2.036986488526161,2.7974577456783694,3.75822728485527,24961.0,0,1711,,,14.5,3.5269999999999997
       (2010 EN14),2.152077144526848,0.1237882748545252,28.239234598307643,75.74372632854366,191.50738597344883,1.8856752274520168,2.4184790616016794,3.1571481016971,2.0,9,13,,,,1.882
 28472 (2000 BE14),2.567356583674161,0.1071994954481714,14.129602502571721,129.0662638618107,88.48640172413229,2.29213725326875,2.842575914079573,4.1137461721283195,10666.0,0,1232,,,14.4,4.563
434988 (2006 UV155),3.0644436406434137,0.1543280721463223,15.408969894090061,181.1263618705761,171.99572700727833,2.591513961381859,3.537373319904969,5.36457918280303,4965.0,0,110,,,16.4,4.1
147794 (2005 RO2),3.0977425164086654,0.1220629242029868,16.16917443111953,304.75427694642536,125.82226637995849,2.7196230064279048,3.475862026389426,5.4522552202005805,8161.0,0,450,,,14.9,5.7989999999999995
 37157 (2000 VD61),3.195234643793794,0.09162232630593277,4.966934411004406,26.78874942054098,114.4687060666561,2.9024798126360984,3.4879894749514904,5.71165986325415,10683.0,0,1066,,,14.1,7.784
523826 (1990 UP),1.329851000630632,0.1707159372883379,28.2170836899806,33.198488970767826,294.23135234481987,1.102824240604139,1.556877760657124,1.53360204459043,10419.0,0,160,,,20.3,0.3
174926 (2004 CJ37),2.590082781170376,0.10384080780460302,5.0595229867312845,295.6365964653816,288.5755711688556,2.321126492892851,2.8590390694479,4.16848909148775,7260.0,0,310,,,16.1,3.2680000000000002
159321 (2006 BZ267),3.066419509765649,0.05352913922585432,5.287547619691606,59.752914413578424,98.05833636434872,2.902276712902527,3.2305623066287703,5.3697684190987305,8580.0,0,511,,,14.9,5.375
137058 (1998 VN45),2.534638961378043,0.293796912337067,9.935977287439488,50.75181388867949,347.03381247713463,1.789969860635944,3.279308062120143,4.03536071573785,8765.0,0,788,,,16.1,1.6740000000000002
 18435 (1994 GW10),2.4398481236237983,0.1829037280870185,7.714879146007715,61.87048160761879,97.68719852473819,1.993590805846889,2.886105441400708,3.8111179673107403,10994.0,0,1517,,,14.3,3.7689999999999997
176299 (2001 SE128),2.781895673613438,0.04721192516245622,6.0986392581785545,186.5989615000238,314.7846260753189,2.6505570232610403,2.913234323965836,4.640015816029241,6642.0,0,635,,,15.4,4.092
 52808 (1998 QE86),2.535278945140206,0.2315538259810862,17.24291924865808,206.0673606834412,160.9927525828045,1.9482254054636992,3.122332484816714,4.036889175048779,14235.0,0,1143,,,14.7,2.8760000000000003
 19236 (1993 XV),2.474707667448205,0.21008111910226798,6.403993696301393,288.6743360407598,138.3204814003414,1.9548183112197233,2.994597023676687,3.89308654276041,11177.0,0,1190,,,14.4,3.656
       (2010 AD126),3.21632754700665,0.1215265522465563,18.76066493138159,211.6251022370115,316.6814300754897,2.825458349323308,3.6071967446899915,5.76831020799695,170.0,6,21,,,16.8,3.216
 40238 (1998 VR13),4.0164077097410935,0.2327889486866589,4.902490822863589,6.1231398567766515,1.824893770994955,3.081432381493472,4.9513830379887125,8.04942559550819,10452.0,0,917,,,13.1,11.244000000000002
266434 (2007 GN77),2.603637862328158,0.0438332296616991,13.336107737757311,65.21825116632975,275.3962003129387,2.489512005952833,2.717763718703484,4.20125526717681,6763.0,0,233,,,16.0,4.242
467704 (2008 XP48),3.19572753714266,0.1635788986203628,27.901438715869517,109.7551178790705,40.160243247368726,2.6729739463261004,3.718481127959221,5.71298152568472,4070.0,0,140,,,15.8,4.2589999999999995
 70829 (1999 VX86),2.535914916178522,0.09769906449493414,13.691454895602911,129.7335311313322,23.178641479904407,2.288158401229131,2.783671431127913,4.03840824197557,7397.0,0,1346,,,14.3,4.452
236701 (2007 EH38),2.4444912746914,0.09493165484526077,6.183941598959514,183.544445358055,73.7989666166184,2.212431672730144,2.6765508766526547,3.8220022591545497,8898.0,0,278,,,16.6,3.432
   698 Ernestina (A910 ED),2.866873089171841,0.1108758861039876,11.53214867641187,40.629610535220436,98.68727330539568,2.549005995062237,3.184740183281445,4.85423619594872,40790.0,0,2864,,,10.9,27.037
285600 (2000 QZ160),2.2164228125598733,0.1397939044245052,5.205800461479696,259.1340433368249,33.82745902338934,1.9065804137365852,2.526265211383161,3.29979621084068,6800.0,0,246,,,17.1,2.278
 99383 (2001 YV109),2.364240077256853,0.1162635148578409,9.803889009998356,96.98991395471486,166.6850985095756,2.0893652159071983,2.6391149386065083,3.63534443362257,7616.0,0,1072,,,15.1,3.778
123796 (2001 BD43),3.1443104033974763,0.1969382283210171,26.566561695660376,305.1384654387018,131.7902852943023,2.525075483261034,3.763545323533917,5.575660491688559,7573.0,0,468,,,14.4,7.412000000000001
331033 (2009 VR41),3.149202228235767,0.1744990352402708,16.34699971791715,225.80118748953382,245.41268153950458,2.5996694776321143,3.698734978839419,5.58867722192623,5813.0,0,142,,,15.7,4.729
 71966 (2000 WP118),2.444792829166226,0.2118800181965335,15.40852038596328,72.54139457773837,237.85105687352933,1.9267900800357318,2.962795578296721,3.82270950902687,10485.0,0,1038,,,14.7,7.093
  9727 Skrutskie (1981 EW24),2.886249526256788,0.07604783418788069,2.36208392426219,161.88369169650758,196.36877825150268,2.666756500859162,3.1057425516544135,4.903532004672581,25726.0,0,2296,,,13.2,6.377000000000001
284086 (2005 LA1),3.090253437532912,0.16157840654699201,23.8949349238285,235.87302488667282,4.677928229826701,2.590935211269979,3.589571663795844,5.43249517870965,4981.0,0,146,,,15.8,4.5280000000000005
 41538 (2000 RC30),2.570869452215682,0.2008866273659972,18.06802586205127,189.4391204890448,175.68183067871968,2.054416158561805,3.0873227458695585,4.12219220866247,12097.0,0,910,,,14.5,4.74
288338 (2004 BW89),3.0874178749106163,0.0549120200684541,14.953393043822699,291.2081721205116,103.46193741164049,2.917881522603821,3.256954227217412,5.4250197500465,6278.0,0,215,,,15.4,4.762
122409 (2000 QE89),2.4068399895759685,0.04694172073468946,10.031900660500881,310.00260845559916,115.8721856755432,2.29385877893221,2.519821200219726,3.73404055332539,7195.0,0,1230,,,14.9,3.903
443020 (2013 EX10),3.03885429099354,0.1168949433604128,21.68991443781125,319.091408315812,352.2998665002125,2.6836275907673017,3.3940809912197767,5.297525030101379,6775.0,0,289,,,15.3,4.609
350171 (2011 UF33),3.06567823403444,0.07074055447118917,8.995124923496675,15.651978537213768,292.27381912803884,2.848810455928588,3.282546012140292,5.3678214064205,4964.0,0,163,,,15.5,5.135
427695 Johnpazder (2004 FV16),3.109544147552206,0.1120693049272787,9.509361475714565,301.07397572849715,234.5663196436552,2.761059696295343,3.4580285988090687,5.483442488469111,5827.0,0,133,,,15.8,3.077
  1723 Klemola (1936 FX),3.01236287921838,0.0413791610244247,10.93617381171932,149.80921660903718,1.514871410289895,2.8877138305752035,3.137011927861558,5.22840393826212,32654.0,0,3125,,,10.1,33.449
156993 (2003 ME),2.6480292723164256,0.1394548330271116,32.34306172694886,220.0222258394579,349.9893894528757,2.278748792294635,3.017309752338218,4.30915756813122,8062.0,0,552,,,14.9,3.096
 64624 (2001 XZ36),2.6291939623121356,0.18402189206063896,11.75716973736825,17.820180276721608,266.64941329,2.145364714773048,3.1130232098512236,4.2632631636995795,8595.0,0,793,,,14.8,5.98
 20319 (1998 GK1),2.568953730944309,0.1843300755231764,8.296446208433139,331.4440419322763,332.1081350544971,2.0954182957037983,3.0424891661848186,4.11758549867971,18235.0,0,2615,,,13.1,6.513999999999999
248258 (2005 GL71),3.180437993391775,0.1318395242595401,5.145436371375615,22.859734972189496,259.7331750632524,2.7611305614060377,3.599745425377513,5.672031075827269,9858.0,0,330,,,15.2,4.585
 17343 (1111 T-3),3.25049111539334,0.01727530566440345,11.016042700803661,334.7229658237467,60.182041910319,3.1943378878154918,3.306644342971188,5.86045961109555,15538.0,0,1461,,,13.3,5.284
 21897 (1999 VG7),2.780048016288275,0.05218171139844033,0.8654516651985875,58.45578737004587,247.991653086637,2.634980353028513,2.925115679548036,4.635393930516839,10284.0,0,1188,,,14.9,6.655
246118 (2007 HB88),2.640541543305605,0.1600421025548349,11.086994725611738,26.361983393072663,233.9293572696434,2.217943722831587,3.063139363779623,4.29089323971768,9073.0,0,331,,,16.1,3.449
 38462 (1999 TL21),3.19587331613881,0.1146964784452359,0.2517925807114472,187.7955143240826,300.9039224305849,2.829317901220591,3.56242873105703,5.71337244240081,8941.0,0,914,,,14.5,8.862
123607 (2000 YA12),3.094044703339951,0.25035976366166,19.251088776115033,112.2554050733724,21.25640861915909,2.31942040265315,3.868669004026752,5.44249549877309,9914.0,0,522,,,14.7,5.08
  9783 Tensho-kan (1994 YD1),2.6693648004586747,0.1035767584133323,1.9643400862868916,278.6507578748355,130.0541563141448,2.3928806474045143,2.9458489535128365,4.3613415234462005,15759.0,0,1597,,,14.0,5.332000000000001
 20190 (1997 BZ2),2.5910017515073243,0.1699587393898084,4.0661878178033195,148.28643454379682,85.04217488894037,2.150638360064354,3.031365142950294,4.17070777979806,13524.0,0,1419,,,14.5,3.285
 13505 (1989 AB3),3.0131316292290538,0.1051094424120757,11.143327350644892,113.2332543255455,304.23468985219966,2.6964230437665995,3.329840214691509,5.230405485966809,23651.0,0,2347,,,12.9,7.662999999999999
113828 (2002 TC226),2.7858582139290684,0.2328660536647957,8.129612551005359,187.52180302478618,187.39905860424702,2.137126405581749,3.434590022276386,4.64993322363409,7432.0,0,616,,,15.0,5.06
130967 (2000 WX112),2.538550860284705,0.08070474209147319,11.54820164269573,55.825162863871526,46.59066412502831,2.3336777678193408,2.74342395275007,4.04470643286792,8135.0,0,641,,,15.4,2.174
458100 (2010 BO126),2.9647365679848217,0.1737579283172704,13.764920039549999,9.470163647765453,13.00358072648333,2.449590083925325,3.479883052044319,5.10490150872005,3751.0,0,172,,,16.4,3.591
 14731 (2000 DY68),3.1262243947462034,0.10703467587889802,10.47833508405593,180.5842069481714,103.3525515399726,2.79160997992984,3.460838809562568,5.527623108839389,15293.0,0,1659,,,13.4,8.38
108627 (2001 MU28),2.435408868380474,0.188654265874076,7.764013197197963,149.9391602526471,216.4924318543655,1.975958596212942,2.894859140548007,3.8007213197551204,10380.0,0,640,,,15.7,1.6380000000000001
281866 (2010 DW11),3.139598986996087,0.1714505337983588,26.412038405039073,175.72190808704622,279.4169970496393,2.601313064762822,3.677884909229353,5.5631333814312605,6325.0,0,228,,,15.4,4.55
       (2003 HA19),2.304966522304984,0.1909333227632014,6.342550763432068,63.419351373576546,131.317888846235,1.8648716053433532,2.7450614392666157,3.4994930495043794,6113.0,0,63,,,18.5,1.319
134897 (2000 WM13),2.291097135417235,0.1490781819334035,22.86791247766828,253.17595433166042,63.07660906096061,1.9495445398364049,2.632649730998065,3.4679550182420296,9699.0,0,545,,,15.7,3.928
129207 (2005 ND41),5.307755235667208,0.06536812000752627,3.4860527820002125,174.42846665106632,228.94397668879643,4.960797254451538,5.654713216882877,12.2285378845271,21857.0,0,516,,,12.9,17.112000000000002
       (2010 BY121),2.912081771975983,0.1412873636421283,17.451236066534527,312.5537064488483,76.46351045095011,2.5006414157031993,3.3235221282487677,4.969509797119099,1.0,9,11,,,,2.2430000000000003
 27481 (2000 GS91),3.00399699611018,0.08335053099093716,11.09963418889548,137.0570926960035,189.05421177309742,2.753612251389217,3.254381740831143,5.2066387151343205,8690.0,0,1326,,,13.9,5.67
 74154 (1998 QM91),2.739723340405831,0.1382609479417679,12.593004693437981,351.92668785273514,6.226699544225339,2.3609265942631343,3.118520086548528,4.534905762834071,8006.0,0,818,,,14.6,4.242
384469 (2010 CV2),2.6215698554407747,0.06194786993902894,5.376610662003569,134.6629219320664,67.15866087176506,2.4591691869998513,2.7839705238816994,4.24473277016153,6244.0,0,137,,,16.9,2.283
335050 (2004 RY108),2.532748293555453,0.1464160213500543,11.432651518715188,332.837730571934,181.1886600215279,2.161913365331924,2.9035832217789816,4.03084640197141,7269.0,0,159,,,16.0,3.8939999999999997
332835 (2010 AJ65),3.229581210740269,0.1424731637224229,23.007491711286068,133.7897471574089,233.27899283831107,2.7694525581476097,3.6897098633329266,5.8040015116767005,5268.0,0,183,,,15.3,5.654
473818 (2016 EA114),3.21363986395134,0.047827971313034116,15.670208576195938,2.259183400047601,163.70964840149202,3.0599379887278535,3.367341739174828,5.76108139650761,5798.0,0,93,,,16.2,3.63
 29992 Yasminezubi (2000 AY39),2.724849248846143,0.09604130239505064,4.796097594293244,99.66399635500866,212.51498802308132,2.4631511781567843,2.9865473195355015,4.49802559577783,10354.0,0,997,,,14.9,3.647
 83613 (2001 SR286),3.0067671617187037,0.1040117598962745,11.21573091754568,105.3313932549586,236.6681597166737,2.6940280176300164,3.319506305807392,5.21384240549182,10001.0,0,1061,,,14.2,5.522
436175 (2009 WR7),2.7825035596688377,0.1536859576762118,30.16199178818059,148.67253451613942,19.37674474503667,2.354871835363664,3.2101352839740116,4.6415367689994405,5206.0,0,221,,,16.0,1.8869999999999998
 13444 (3040 P-L),2.6390630834640487,0.2201137481844679,8.047558084273769,287.9898999888146,57.376365137489366,2.0581690164675184,3.21995715046058,4.28728998723097,21864.0,0,1127,,,14.4,6.172999999999999
235937 (2005 EY132),3.215231489101482,0.1221596424069015,16.73814613442099,17.59257660726271,136.2937094519359,2.8224599601374356,3.6080030180655283,5.76536187799449,7562.0,0,411,,,14.7,6.649
116354 (2003 YL91),3.144348687937237,0.07707456672768832,14.138545201114312,268.6113746301548,241.6234146836401,2.9019993751737005,3.386698000700775,5.57576232430915,6675.0,0,669,,,14.4,4.474
323485 (2004 PO8),2.7043376691187944,0.2371653769692741,14.40331802272172,316.632030150871,338.5810459652152,2.062962406370028,3.3457129318675607,4.44733227849658,5678.0,0,222,,,15.9,3.5410000000000004
414384 (2008 VA73),3.461522589526663,0.08566787258682816,17.14552452261092,68.02242712124307,276.98068258533857,3.1649813133706655,3.75806386568266,6.440342403739719,5219.0,0,110,,,15.3,5.466
153030 (2000 PV1),2.76575155890589,0.3488214494799684,7.1677482574773315,299.96091968314613,106.13517510740671,1.8009980912268548,3.730505026584924,4.59968351839356,13615.0,0,1140,,,14.6,4.836
116618 (2004 BU116),3.0923080641371037,0.1151688111329496,21.090585954510452,75.70390509336059,43.07465553591006,2.736170620733601,3.448445507540607,5.437913959609821,7760.0,0,1166,,,13.8,8.314
 95579 (2002 EB148),3.075624212588808,0.06630901880505087,1.9596518291124778,23.963209225624038,168.9430345733772,2.8716825888389867,3.2795658363386293,5.3939648130269005,9498.0,0,396,,,15.5,5.885
 30481 (2000 OX40),3.1623938780169283,0.14314719765536402,9.58960295807984,209.7925598344632,128.9190495023003,2.7097060564963265,3.615081699537531,5.62382946940756,9868.0,0,1141,,,14.1,5.292000000000001
233523 (2007 HD7),2.589076422863002,0.1335080893654115,1.980808435489595,232.08163021,336.7723139975065,2.2434137764255295,2.9347390693004765,4.16605987215155,5276.0,0,275,,,16.6,3.2880000000000003
337248 (2000 RH60),0.8258856338139211,0.5513048245716055,19.64692566771861,177.879695324645,354.39307253031023,0.3705708993479281,1.281200368279914,0.750564587033097,6618.0,1,400,,,20.1,0.846
  7832 (1993 FA27),2.232641067618203,0.2124214015480467,5.367557308858268,216.2882300546168,116.7712056498513,1.7583803228810166,2.706901812355389,3.33608083841744,12031.0,0,2630,,,13.9,3.385
149764 (2004 PT98),3.1646724429380937,0.1265061482509594,12.783804055149979,105.2505169938409,216.305665489249,2.7643219217060424,3.5650229641701467,5.62990867822774,8462.0,0,571,,,14.5,8.279
266815 (2009 TR5),3.2128076045044462,0.1182030551280389,0.5332030257605808,11.95222661452374,59.13398537304428,2.833043930113424,3.592571278895467,5.75884355833546,6672.0,0,307,,,15.8,4.552
 64893 (2001 YP77),2.2847931194800486,0.0937084260686986,4.405626623829794,96.48682966008673,234.99575185840268,2.070688752360982,2.4988974865991165,3.4536516100878196,10836.0,0,1279,,,15.4,2.059
106229 (2000 UM40),3.1522232879126566,0.2195950648045684,5.087515023027722,127.05513824490309,348.5207664359514,2.4600106107250084,3.844435965100307,5.59672105717941,7213.0,0,725,,,14.6,6.319
217585 (2008 CR181),2.799885647102055,0.1161492554441288,20.92445513764041,152.7798827341418,125.6097831600647,2.4746810138624493,3.125090280341662,4.68509761186345,5660.0,0,250,,,15.8,2.608
251633 (2010 KP45),2.7707357944728335,0.0829329170948906,4.630410199256266,328.7121215778573,0.2191384773596853,2.5409505925379716,3.0005209964076935,4.61212293935147,6613.0,0,217,,,16.4,3.785
       (2002 OH13),2.627121523951582,0.1977013134530064,13.340583122630642,156.0758419508471,140.912880199754,2.107736148065691,3.1465068998374734,4.25822343921184,6333.0,0,167,,,16.7,2.153
201257 (2002 RP138),2.9331019905142552,0.02692784067428744,13.05976284323751,100.5052408275897,329.617740028358,2.854119887432252,3.012084093596258,5.023413740932151,7352.0,0,453,,,15.1,4.9430000000000005
248636 (2006 FQ53),2.2866893118577982,0.1736761783753375,2.272566855012256,194.48281971302367,78.37236671782229,1.889545851042605,2.6838327726729907,3.45795187672136,5197.0,0,201,,,17.8,1.465
240265 (2002 WY1),3.024499435925017,0.0775728343808178,11.76526803419147,66.15748409345804,84.74721169594041,2.789880442097129,3.259118429752906,5.2600329421922405,6368.0,0,295,,,15.5,3.247
352548 (2008 CD201),3.0651119280579753,0.1858504515340868,12.38389724730184,145.6482572635933,123.8227914873112,2.495459492225885,3.634764363890065,5.36633412266602,4490.0,0,139,,,16.3,3.2510000000000003
244895 (2003 WZ56),2.706347003181349,0.1219990552079145,5.4206733051572265,235.73837690860148,85.18581813644303,2.376175225728453,3.0365187806342435,4.4522897784614806,5666.0,0,215,,,16.3,4.832
407609 (2011 BY100),3.1326856130736034,0.20265803388207101,10.23705945322821,166.4942776009345,300.65964891755186,2.497821705957457,3.7675495201897515,5.54476853223014,6253.0,0,90,,,16.4,3.245
 33790 (1999 SA9),2.625239573846601,0.1666139398309268,13.09735730833961,118.33199833189958,167.1254287619851,2.187838065447956,3.0626410822452472,4.2536486629994394,8192.0,0,1287,,,14.1,6.535
227745 (2006 HJ23),3.032151770904511,0.1044066714867536,3.4214305972406502,77.54417289206552,50.439500824868276,2.7155748970617064,3.3487286447473164,5.28000830562105,9028.0,0,315,,,15.8,4.137
225216 (2008 RV76),5.185014759090233,0.1195279099029641,2.079008023912318,53.004962388558,318.6760334700458,4.565260782120157,5.8047687360603115,11.806826943087499,8721.0,0,272,,,13.0,10.227
205386 (2001 CX44),2.576568459578342,0.1313407123557217,11.890650377323858,47.194794646604116,86.96935472625167,2.2381601226640377,2.9149767964926467,4.13590668463004,9708.0,0,215,,,16.0,3.8510000000000004
 66024 (1998 QZ45),2.7943170283676104,0.1167099147902827,7.48492082875518,328.7953363106683,318.5110210026551,2.468192526089791,3.120441530645431,4.67112746318945,7982.0,0,1378,,,14.0,4.13
482020 (2009 UU127),2.322137925366305,0.2050690944268578,5.218271237954141,29.38825476669128,31.64212544671287,1.8459392038771751,2.798336646855435,3.5386712647752594,6059.0,0,219,,,18.1,1.248
 70981 (1999 XE25),2.727627798131819,0.01181973215096715,2.7053381535780763,159.9227165249661,340.6967139072995,2.695387968150369,2.7598676281132697,4.50490735520508,9918.0,0,1107,,,14.5,3.2680000000000002
155472 (1998 SY98),3.070148473647601,0.1391994268076446,8.691192376109418,8.17954904894056,303.6741206285913,2.64278556590149,3.497511381393712,5.3795663733797,7715.0,0,496,,,14.9,5.622999999999999
 47982 (2000 WQ187),3.105742019119621,0.1182557713352283,13.48783405326257,338.7947753490278,267.6901085696042,2.7384701010803996,3.4730139371588415,5.4733884207919,8472.0,0,700,,,14.1,7.795
 60167 (1999 UN33),2.7935182959245743,0.1448165227412946,7.093405181259117,212.4854634985519,4.650235456934821,2.38897069009459,3.198065901754557,4.66912480151096,10748.0,0,1474,,,14.3,7.547999999999999
  9903 Leonhardt (1997 NA1),3.085540844062459,0.2360302543021868,1.6919651012822032,195.9509215011333,139.3698090994134,2.357259853978612,3.8138218341463053,5.42007319828154,15809.0,0,1251,,,14.4,8.499
229865 (2009 TQ26),2.2836485581280734,0.1972917131904837,7.002770564903304,56.10758677659054,299.7077705942048,1.8331036217700067,2.734193494486138,3.4510567880248,5703.0,0,259,,,16.8,1.4509999999999998
  2729 Urumqi (1979 UA2),2.8892910080305803,0.06742686396916492,3.1703529743153616,64.04801280606753,266.763395996907,2.6944751762647714,3.0841068397963887,4.91128493702966,16213.0,0,2864,,,11.5,14.770999999999999
129463 (1993 FA10),2.6212603978946687,0.2125668608839115,5.236682577086015,34.13033122553133,207.5530082994239,2.0640673035548858,3.178453492234451,4.243981201886959,9096.0,0,370,,,16.1,1.641
 11947 Kimclijsters (1993 PK7),3.1981544742789842,0.2094289911326699,0.1977838347152582,90.39458680943814,227.48013039065032,2.528368209244302,3.867940739313666,5.71949069093065,15894.0,0,1392,,,13.7,8.669
266743 (2009 SV47),3.030956776589238,0.1408320188941818,3.836229091039232,252.92814724789693,146.6837090527749,2.604101014561174,3.4578125386173015,5.2768872754011795,6361.0,0,248,,,16.1,3.6010000000000004
 41709 (2000 UH56),2.6761877946806343,0.1441461802711012,17.107735043593152,228.63403512207543,206.69365660649467,2.2904255463892795,3.06195004297199,4.37807382723589,16116.0,0,1465,,,13.7,7.465
